2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Guaranteed,MP,ORB,PF,PTS,Player,Pos,STL,Signed Using,TOV,TRB,eFG%
1512601,1645357,0,0,0,0,0.88,0.49,1.78,0.17,0.19,0.88,0.46,20,0.66,0.88,1.08,0.4,2.68,0.8,0.67,1.2,40,16,1512601,12.26,1.08,1.2,3.07,Derrick Jones,SF,0.2,Minimum Salary,0.37,1.96,0.43
4449000,0,0,0,0,0,2.2,0.59,3.7,0.0,0.0,0.0,0.5,28,0.7,5.0,2.2,0.59,3.7,0.9,0.64,1.4,78,0,4449000,18.9,2.3,2.4,5.3,Ed Davis,C,0.4,Room Exception,0.8,7.3,0.59
13764045,0,0,0,0,0,4.5,0.54,8.4,0.7,0.32,2.2,1.9,29,0.4,4.0,5.2,0.49,10.7,0.7,0.64,1.1,81,81,13764045,32.2,2.3,2.2,11.8,Thaddeus Young,PF,1.7,Bird Rights,1.3,6.3,0.52
35654150,38178000,41006000,43848000,46662000,0,8.3,0.49,17.0,1.2,0.29,4.1,10.3,29,0.3,8.2,9.5,0.45,21.1,5.2,0.73,7.1,80,80,158686150,36.4,1.9,2.5,25.4,Russell Westbrook,PG,1.8,Bird Rights,4.8,10.1,0.48
3499800,4444746,0,0,0,0,3.9,0.51,7.7,2.0,0.37,5.4,3.4,20,0.3,2.7,5.9,0.45,13.1,2.8,0.9,3.1,81,80,7944546,31.7,1.0,2.1,16.7,Jamal Murray,PG,1.0,1st Round pick,2.1,3.7,0.53
7119650,7583975,0,0,0,0,0.7,0.35,2.0,0.7,0.41,1.7,0.6,29,0.2,1.8,1.4,0.38,3.7,0.6,0.86,0.7,73,31,8119650,18.5,0.6,1.8,4.1,Lance Thomas,PF,0.4,Cap Space,0.5,2.4,0.47
160096,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,22,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,160096,4.5,0.0,2.0,0.0,Ben Moore,PF,0.0,,0.0,0.5,0.0
106974,0,0,0,0,0,2.68,0.58,4.61,0.16,0.39,0.41,0.72,28,0.52,2.98,2.83,0.55,5.1,0.9,0.76,1.19,132,68,106974,16.79,1.69,1.92,6.68,Tyler Zeller,C,0.22,,0.7,4.67,0.57
6500000,0,0,0,0,0,2.4,0.51,4.7,1.2,0.33,3.6,1.4,22,0.4,3.2,3.6,0.44,8.2,1.1,0.79,1.4,75,30,6500000,22.1,0.5,1.8,9.6,Mario Hezonja,SF,1.1,MLE,1.1,3.7,0.51
2416222,0,0,0,0,0,2.6,0.47,5.5,0.5,0.38,1.3,1.0,23,0.7,3.0,3.0,0.44,6.8,1.2,0.75,1.6,73,36,2416222,22.8,1.3,2.9,7.7,Jarell Martin,PF,0.5,1st Round pick,1.2,4.3,0.48
5000000,0,0,0,0,0,2.7,0.49,5.5,1.8,0.41,4.4,1.6,39,0.6,5.4,4.5,0.46,9.8,1.3,0.93,1.4,77,77,5000000,24.7,0.3,1.9,12.0,Dirk Nowitzki,C,0.6,Cap Space,0.7,5.7,0.55
24000000,25565217,27130434,0,0,0,2.8,0.47,5.9,1.4,0.33,4.3,5.5,29,0.4,3.9,4.2,0.41,10.2,1.7,0.85,2.0,64,64,49565217,31.0,0.9,1.1,11.6,Nicolas Batum,SG,1.0,Cap Space,2.0,4.8,0.48
9530000,0,0,0,0,0,0.4,0.44,0.9,0.6,0.35,1.7,1.6,32,0.2,1.8,1.0,0.4,2.5,0.6,0.86,0.7,48,0,9530000,14.3,0.2,1.8,3.2,Jared Dudley,PF,0.5,Cap Space,0.6,2.0,0.52
1757429,0,0,0,0,0,2.2,0.54,4.1,0.8,0.31,2.6,1.5,26,0.1,1.6,3.0,0.45,6.7,0.6,0.75,0.8,74,2,1757429,19.7,0.1,1.6,7.4,Ian Clark,SG,0.4,Minimum Salary,0.8,1.7000000000000002,0.51
18089887,19269662,0,0,0,0,2.7,0.44,6.2,1.7,0.4,4.2,3.5,28,0.7,3.4,4.4,0.42,10.4,2.5,0.81,3.1,65,65,18089887,27.5,0.4,2.3,12.9,Kent Bazemore,SG,1.5,Cap Space,2.4,3.8,0.5
1942422,1845301,0,0,0,0,1.9,0.45,4.2,1.1,0.38,2.9,2.0,26,0.2,1.9,3.0,0.42,7.2,1.6,0.84,1.9,74,10,1942422,20.7,0.4,1.1,8.7,Shabazz Napier,PG,1.1,Cap Space,1.2,2.3,0.49
11692308,0,0,0,0,0,5.3,0.51,10.4,0.9,0.36,2.5,2.2,36,0.2,5.1,6.1,0.47,12.9,1.4,0.78,1.8,59,57,11692308,25.6,1.6,2.0,14.5,Zach Randolph,PF,0.7,,2.0,6.699999999999999,0.51
5337000,0,0,0,0,0,6.3,0.53,11.9,2.2,0.36,6.1,5.4,27,1.6,10.7,8.5,0.47,18.0,6.1,0.74,8.2,48,48,5337000,36.2,2.2,3.8,25.2,DeMarcus Cousins,C,1.6,MLE,5.0,12.899999999999999,0.53
3129187,0,0,0,0,0,2.1,0.54,3.9,0.6,0.43,1.4,3.9,26,0.2,2.2,2.8,0.53,5.3,1.0,0.77,1.3,73,30,3129187,22.5,1.0,1.8,7.2,Tomas Satoransky,SG,0.7,Cap Space,1.1,3.2,0.58
1512601,0,0,0,0,0,2.6,0.49,5.3,0.3,0.43,0.7,1.5,25,0.4,3.4,2.9,0.48,6.0,1.9,0.66,2.9,70,21,1512601,23.5,1.3,2.3,7.9,David Nwaba,SG,0.8,Minimum Salary,1.1,4.7,0.51
35654150,37436858,39219565,41002273,0,0,8.6,0.6,14.3,1.8,0.36,5.0,9.1,33,0.9,7.5,10.5,0.54,19.3,4.7,0.72,6.5,82,82,113310573,36.9,1.2,1.7,27.5,LeBron James,PF,1.4,,4.2,8.7,0.59
2534280,2961120,4548280,0,0,0,0.3,0.6,0.5,0.1,0.5,0.2,0.1,21,0.0,0.4,0.4,0.57,0.7,0.0,0.0,0.1,22,0,5495400,3.2,0.1,0.3,1.0,D.J. Wilson,PF,0.1,1st Round Pick,0.2,0.5,0.64
1109529,0,0,0,0,0,1.3,0.52,2.5,0.3,0.21,1.4,1.4,22,0.2,1.2,1.6,0.41,3.9,0.5,0.83,0.6,57,10,1109529,16.9,0.3,1.2,4.0,Patrick McCaw,SG,0.8,/,0.7,1.5,0.45
5027028,0,0,0,0,0,2.2,0.41,5.4,2.2,0.4,5.5,2.9,29,0.5,2.6,4.4,0.41,10.8,1.3,0.87,1.5,11,11,5027028,30.4,1.5,3.1,12.2,Patrick Beverley,SG,1.7,Bird Rights,2.3,4.1,0.51
11750000,10810000,11750000,12690000,0,0,7.8,0.52,15.0,0.3,0.21,1.4,1.3,24,0.6,3.2,8.1,0.49,16.4,3.0,0.77,3.9,65,65,47000000,33.0,1.9,2.3,19.6,T.J. Warren,SF,1.0,1st Round Pick,1.3,5.1,0.5
1378242,0,0,0,0,0,1.5,0.6,2.5,0.6,0.33,1.8,0.7,26,0.7,2.3,2.1,0.49,4.3,0.6,0.75,0.8,72,36,1378242,16.8,1.0,1.6,5.4,Maxi Kleber,PF,0.4,Minimum Salary,0.4,3.3,0.56
3125000,2875000,0,0,0,0,1.5,0.44,3.4,1.1,0.38,2.9,1.0,24,0.0,1.2,2.6,0.42,6.2,0.6,0.67,0.9,80,12,6000000,19.0,0.2,1.4,6.9,Bryn Forbes,SG,0.4,Early Bird Rights,0.5,1.4,0.51
2775000,2907143,0,0,0,0,1.0,0.62,1.6,0.5,0.36,1.4,0.7,22,0.0,1.7,1.5,0.5,3.0,0.4,0.5,0.8,61,12,5682143,11.0,0.3,1.3,3.9,Cedi Osman,SF,0.4,MLE,0.5,2.0,0.58
2393887,0,0,0,0,0,1.0,0.5,2.0,1.0,0.36,2.8,1.2,41,0.4,2.2,2.0,0.41,4.9,0.5,0.83,0.6,58,5,2393887,17.7,0.3,1.7,5.4,Vince Carter,SF,0.7,Minimum Salary,0.6,2.5,0.51
1349383,1588231,0,0,0,0,3.3,0.48,6.9,0.3,0.23,1.3,2.4,23,0.4,2.8,3.7,0.45,8.2,2.0,0.77,2.6,30,19,1349383,28.4,0.7,2.8,9.7,Tyrone Wallace,PG,0.9,Minimum Salary,1.5,3.5,0.47
13565218,0,0,0,0,0,3.5,0.51,6.8,0.0,0.0,0.0,1.8,33,0.7,5.4,3.5,0.51,6.8,1.3,0.65,2.0,82,82,13565218,25.3,2.2,2.1,8.4,Marcin Gortat,C,0.5,,1.2,7.6000000000000005,0.51
3275280,3827160,5273826,0,0,0,1.7,0.46,3.7,1.1,0.41,2.7,1.7,21,0.2,2.1,2.8,0.44,6.4,0.9,0.9,1.0,73,9,7102440,20.0,0.3,1.2,7.6,Luke Kennard,SG,0.6,1st Round Pick,0.9,2.4,0.52
1569360,0,0,0,0,0,0.71,0.37,1.93,0.49,0.32,1.54,0.49,22,0.0,1.1,1.2,0.35,3.47,0.69,0.83,0.83,52,8,1569360,12.5,0.2,1.03,3.42,Malachi Richardson,SG,0.39,,0.39,1.3,0.42
11536515,0,0,0,0,0,1.9,0.44,4.3,0.7,0.32,2.2,1.0,26,0.1,2.7,2.7,0.42,6.5,1.7,0.89,1.9,64,1,11536515,16.5,0.3,1.2,7.7,Alec Burks,SG,0.6,1st Round Pick,0.9,3.0,0.47
8000000,0,0,0,0,0,1.7,0.45,3.8,1.4,0.4,3.5,1.9,31,0.4,2.0,3.1,0.42,7.3,0.9,0.75,1.2,65,35,8000000,24.8,0.3,2.1,8.4,Garrett Temple,SG,0.9,Cap Space,1.2,2.3,0.52
1544951,0,0,0,0,0,1.9,0.45,4.2,1.4,0.4,3.5,1.9,23,0.1,1.1,3.3,0.43,7.7,1.3,0.76,1.7,35,9,1544951,19.8,0.5,1.7,9.3,Wayne Selden,SG,0.5,,1.5,1.6,0.52
76236,0,0,0,0,0,0.1,0.2,0.5,0.1,0.17,0.6,0.1,23,0.0,0.2,0.2,0.18,1.1,0.1,0.5,0.2,13,0,76236,2.9,0.0,0.0,0.5,Charles Cooke,SG,0.1,,0.1,0.2,0.23
25434263,27093019,28751775,0,0,0,5.9,0.51,11.6,2.4,0.37,6.5,4.5,24,0.4,3.7,8.3,0.46,18.1,3.6,0.8,4.5,82,82,81279057,36.3,0.7,2.0,22.6,Bradley Beal,SG,1.2,Cap Space,2.6,4.4,0.52
3472887,0,0,0,0,0,3.28,0.47,6.97,2.1,0.38,5.57,1.6,25,0.2,2.4,5.39,0.43,12.53,1.88,0.87,2.17,120,46,3472887,26.91,0.4,1.77,14.7,Rodney Hood,SG,0.78,,1.17,2.8,0.51
10500000,0,0,0,0,0,1.9,0.46,4.1,1.3,0.33,3.9,1.6,26,0.5,2.6,3.2,0.4,8.0,1.1,0.73,1.5,24,20,10500000,25.0,0.4,1.9,8.7,Terrence Ross,SG,1.1,Rookie scale extension,1.2,3.0,0.48
3819960,4463640,5686677,0,0,0,4.3,0.43,9.9,1.5,0.31,4.9,5.2,20,0.3,3.0,5.9,0.4,14.8,1.9,0.68,2.8,69,69,8283600,29.7,0.7,2.2,15.2,Dennis Smith,PG,1.0,1st Round Pick,2.8,3.7,0.45
2760095,0,0,0,0,0,1.6,0.59,2.7,0.1,0.12,0.8,0.5,23,0.1,1.8,1.8,0.51,3.5,0.5,0.62,0.8,73,1,2760095,12.1,0.6,1.0,4.2,Sam Dekker,PF,0.3,1st Round pick,0.5,2.4,0.53
8307692,7692308,0,0,0,0,2.4,0.5,4.8,0.0,0.0,0.1,2.0,32,0.3,1.4,2.4,0.5,4.8,0.7,0.78,0.9,71,7,10307692,15.9,0.5,1.6,5.5,Shaun Livingston,PG,0.5,Bird Rights,0.8,1.9,0.5
3627842,0,0,0,0,0,2.6,0.46,5.6,1.3,0.37,3.5,1.6,24,0.2,3.1,3.9,0.43,9.1,2.0,0.8,2.5,79,4,3627842,23.2,0.6,1.2,11.1,Frank Kaminsky,PF,0.5,1st round pick,0.8,3.7,0.5
1378242,0,0,0,0,0,0.5,0.71,0.7,0.1,0.14,0.7,0.4,20,0.1,0.9,0.5,0.36,1.4,0.3,0.5,0.6,15,0,1378242,4.8,0.2,0.4,1.5,Thomas Bryant,C,0.1,Minimum Salary,0.1,1.1,0.39
1655160,1934160,3491159,0,0,0,1.6,0.57,2.8,1.2,0.39,3.1,1.3,22,0.3,3.5,2.8,0.47,6.0,1.0,0.67,1.5,63,23,3589320,23.2,0.7,1.7,7.9,Josh Hart,SG,0.7,1st Round Pick,0.7,4.2,0.57
6700800,7830000,9897120,0,0,0,3.7,0.5,7.4,1.3,0.43,3.0,1.6,19,0.7,4.4,5.0,0.48,10.4,2.7,0.84,3.2,80,80,14530800,30.5,0.6,2.1,13.9,Jayson Tatum,SF,1.0,1st Round Pick,1.4,5.0,0.54
1874640,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1874640,2.0,0.0,0.0,0.0,Tyler Lydon,PF,0.0,1st Round Pick,0.0,0.0,0.0
8339880,9745200,12288697,0,0,0,3.2,0.41,7.9,0.0,0.0,0.1,3.8,19,0.3,2.3,3.2,0.41,7.9,0.7,0.47,1.5,14,0,18085080,18.1,0.8,1.6,7.1,Markelle Fultz,SG,0.9,1st Round Pick,1.2,3.0999999999999996,0.41
1544951,0,0,0,0,0,2.0,0.59,3.4,0.0,0.0,0.0,0.4,21,0.4,3.2,2.0,0.59,3.4,1.0,0.77,1.3,52,0,1544951,11.2,0.9,1.6,4.9,Cheick Diallo,PF,0.2,Minimum Salary,0.5,4.1000000000000005,0.59
1361265,0,0,0,0,0,2.3,0.53,4.3,0.3,0.27,1.1,2.4,24,0.3,2.3,2.6,0.48,5.4,1.2,0.71,1.7,23,2,1361265,16.7,0.4,1.8,6.6,Shaquille Harrison,PG,1.1,/,1.0,2.6999999999999997,0.51
4715315,0,0,0,0,0,0.3,0.33,0.9,0.4,0.36,1.1,1.6,24,0.2,0.9,0.7,0.35,2.0,0.7,0.78,0.9,29,1,4715315,13.3,0.2,1.1,2.4,Ron Baker,SG,0.9,/,0.6,1.1,0.45
18109175,19217900,0,0,0,0,5.0,0.49,10.3,1.5,0.38,4.0,4.8,31,0.2,3.4,6.5,0.45,14.3,2.9,0.81,3.6,75,75,18109175,31.7,0.7,2.4,17.3,Goran Dragic,PG,0.8,Bird Rights,2.2,4.1,0.51
9000000,0,0,0,0,0,2.8,0.53,5.3,0.8,0.35,2.3,8.2,31,0.2,3.6,3.6,0.47,7.6,0.4,0.57,0.7,65,63,9000000,26.2,0.5,1.8,8.3,Rajon Rondo,PG,1.1,,2.3,4.1,0.53
1544951,0,0,0,0,0,2.0,0.4,5.0,0.0,0.0,0.0,1.0,21,0.0,3.0,2.0,0.4,5.0,0.0,0.0,0.0,1,0,1544951,22.0,1.0,4.0,4.0,Chinanu Onuaku,C,0.0,,3.0,4.0,0.4
4155720,4855800,6176578,0,0,0,1.7,0.39,4.4,0.6,0.3,2.0,3.2,19,0.2,1.8,2.3,0.36,6.4,0.6,0.67,0.9,78,9,9011520,21.9,0.5,2.3,5.9,Frank Ntilikina,PG,0.8,1st Round Pick,1.7,2.3,0.41
2393887,0,0,0,0,0,2.2,0.58,3.8,0.0,0.0,0.0,1.6,33,0.2,3.4,2.2,0.58,3.8,1.1,0.85,1.3,69,57,2393887,14.1,1.3,1.8,5.4,Zaza Pachulia,C,0.6,Minimum Salary,1.0,4.7,0.58
20421546,15600000,0,0,0,0,1.2,0.57,2.1,2.0,0.39,5.1,0.9,29,0.3,3.6,3.1,0.42,7.3,1.1,0.79,1.4,66,50,36021546,26.1,1.4,1.9,9.3,Ryan Anderson,PF,0.4,Cap Space,0.6,5.0,0.56
7019698,0,0,0,0,0,3.9,0.48,8.2,1.9,0.33,5.8,5.2,21,0.4,3.3,5.8,0.41,14.0,2.0,0.74,2.7,48,35,7019698,25.7,0.6,1.9,15.5,D'Angelo Russell,PG,0.8,1st round pick,3.1,3.9,0.48
4969080,5806440,7362566,0,0,0,1.4,0.38,3.7,0.6,0.35,1.7,0.7,20,1.1,3.1,2.0,0.37,5.4,0.7,0.78,0.9,27,10,10775520,19.9,0.6,1.8,5.4,Jonathan Isaac,PF,1.2,1st Round Pick,1.0,3.7,0.43
1600520,0,0,0,0,0,2.7,0.61,4.4,0.1,0.17,0.6,1.3,24,0.6,3.2,2.8,0.56,5.0,0.8,0.67,1.2,48,2,1600520,15.5,1.2,2.0,6.5,Richaun Holmes,C,0.4,Cap Space,0.5,4.4,0.57
2494346,0,0,0,0,0,4.1,0.51,8.1,1.1,0.35,3.1,1.7,22,0.3,4.6,5.2,0.47,11.1,1.6,0.76,2.1,73,4,2494346,22.5,2.2,1.8,13.2,Bobby Portis,PF,0.7,1st Round pick,1.4,6.8,0.52
7560000,7500000,0,0,0,0,0.8,0.53,1.5,2.2,0.42,5.2,1.2,36,0.4,2.1,3.0,0.45,6.6,0.9,0.9,1.0,73,4,11000000,21.6,0.1,1.8,9.2,Kyle Korver,SG,0.4,Bird Rights,0.8,2.2,0.62
7839435,27250000,29430000,31610000,33790000,35970000,6.3,0.58,10.8,1.5,0.43,3.5,2.4,22,1.4,9.4,7.8,0.55,14.3,4.2,0.86,4.9,82,82,163709435,35.6,2.9,3.5,21.3,Karl-Anthony Towns,C,0.8,1st round pick,1.9,12.3,0.6
8641000,9073050,0,0,0,0,6.0,0.57,10.5,0.1,0.2,0.5,2.6,23,0.5,5.8,6.1,0.55,11.0,3.7,0.71,5.2,82,49,8641000,26.7,2.2,3.3,16.1,Julius Randle,C,0.5,MLE,2.6,8.0,0.56
12917808,14041096,0,0,0,0,3.0,0.6,5.0,0.0,0.0,0.0,1.9,27,1.1,3.6,3.0,0.6,5.0,1.1,0.46,2.4,74,26,26958904,19.4,1.8,2.5,7.1,Mason Plumlee,C,0.7,Cap space,1.4,5.4,0.6
8470980,8156500,7529020,0,0,0,2.3,0.59,3.9,0.0,0.0,0.0,1.0,25,0.2,2.7,2.3,0.59,3.9,1.0,0.67,1.5,55,16,24156500,17.8,1.5,1.9,5.6,Cristiano Felicio,C,0.3,Cap space,1.0,4.2,0.59
2536898,0,0,0,0,0,2.1,0.52,4.0,0.8,0.36,2.2,2.9,25,0.5,2.2,2.9,0.46,6.3,1.4,0.82,1.7,69,4,2536898,20.8,0.7,1.2,8.0,Delon Wright,PG,1.0,1st Round pick,1.1,2.9000000000000004,0.52
5375000,0,0,0,0,0,3.3,0.47,7.0,1.6,0.37,4.3,1.3,28,0.2,4.6,4.9,0.43,11.3,2.3,0.79,2.9,54,21,5375000,26.8,0.8,1.9,13.6,Marcus Morris,PF,0.6,Bird Rights,1.2,5.3999999999999995,0.5
8653847,9346153,9346153,0,0,0,2.6,0.6,4.3,0.4,0.29,1.4,0.7,23,1.0,2.9,3.0,0.54,5.6,2.0,0.67,3.0,81,1,18000000,20.3,1.1,1.9,8.4,Jerami Grant,PF,0.4,,0.7,4.0,0.57
12500000,13437500,0,0,0,0,3.93,0.5,7.87,1.4,0.36,3.93,2.72,25,0.1,2.0,5.29,0.45,11.8,1.9,0.82,2.33,162,4,25937500,23.31,0.7,1.32,13.87,Jordan Clarkson,SG,0.7,Cap Space,1.58,2.7,0.51
12000000,0,0,0,0,0,2.4,0.46,5.2,2.1,0.38,5.6,2.2,24,0.2,4.4,4.6,0.43,10.8,2.1,0.81,2.6,74,74,12000000,33.2,0.8,2.0,13.4,Kentavious Caldwell-Pope,SG,1.4,,1.3,5.2,0.52
12252928,13258781,0,0,0,0,0.6,0.35,1.7,0.3,0.17,1.8,1.8,26,0.1,2.3,0.9,0.26,3.4,0.3,0.6,0.5,12,1,25511709,15.6,0.8,1.8,2.4,Solomon Hill,SF,0.6,Cap Space,0.8,3.0999999999999996,0.31
19500000,19500000,19500000,19500000,0,0,3.9,0.4,9.7,1.8,0.35,5.1,3.0,22,0.2,3.5,5.7,0.39,14.8,3.6,0.8,4.5,24,24,78000000,27.3,0.4,2.3,16.7,Zach LaVine,SG,1.0,,1.8,3.9,0.45
459414,459414,459414,0,0,0,0.7,0.54,1.3,0.0,0.0,0.0,0.3,22,0.3,0.6,0.7,0.54,1.3,0.4,0.67,0.6,31,6,1378242,5.2,0.5,0.9,1.8,Dakari Johnson,C,0.2,,0.1,1.1,0.54
10607143,11392857,12178571,0,0,0,1.0,0.48,2.1,1.4,0.39,3.6,1.3,26,0.4,1.8,2.5,0.44,5.7,0.5,0.83,0.6,75,59,22000000,27.4,0.1,1.5,6.9,Tony Snell,SG,0.6,Cap space,0.5,1.9000000000000001,0.56
1689840,1974600,3562178,0,0,0,4.0,0.51,7.9,2.1,0.38,5.6,1.8,22,0.4,5.1,6.1,0.45,13.5,1.9,0.7,2.7,77,37,3664440,31.2,1.1,2.1,16.1,Kyle Kuzma,PF,0.6,1st Round Pick,1.8,6.199999999999999,0.53
1378242,1618520,1752950,0,0,0,0.6,0.33,1.8,0.5,0.36,1.4,0.5,24,0.2,1.2,1.0,0.32,3.1,0.5,0.62,0.8,48,1,1378242,10.9,0.3,0.9,3.0,Abdel Nader,SF,0.3,,0.7,1.5,0.4
85458,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,1,0,85458,8.0,0.0,0.0,1.0,Scotty Hopson,SG,0.0,,1.0,0.0,0.0
31200000,33296296,0,0,0,0,2.1,0.47,4.5,3.1,0.41,7.6,6.9,31,0.2,4.7,5.2,0.43,12.1,2.9,0.88,3.3,78,78,64496296,32.2,0.8,2.5,16.2,Kyle Lowry,PG,1.1,Bird Rights,2.3,5.5,0.56
8575916,0,0,0,0,0,1.4,0.47,3.0,1.4,0.38,3.7,1.4,29,0.2,1.7,2.8,0.42,6.7,0.9,0.82,1.1,39,11,8575916,23.7,0.4,2.3,7.9,Jerryd Bayless,SG,0.6,Cap Space,1.2,2.1,0.52
13000000,13000000,0,0,0,0,3.8,0.51,7.5,0.0,0.0,0.0,1.0,24,0.4,2.9,3.8,0.5,7.6,1.6,0.7,2.3,74,74,13000000,25.0,1.1,1.9,9.2,Michael Kidd-Gilchrist,SF,0.7,1st Round Pick,0.7,4.0,0.5
1349383,1588231,1663861,0,0,0,1.3,0.76,1.7,0.0,0.0,0.3,2.3,22,0.0,0.7,1.3,0.65,2.0,0.7,1.0,0.7,3,0,2937614,8.3,0.0,0.3,3.3,Monte Morris,PG,1.0,Minimum Salary,0.3,0.7,0.65
1667160,1948080,3516284,0,0,0,0.5,0.42,1.2,0.5,0.62,0.8,0.5,23,0.2,1.2,0.9,0.47,1.9,0.8,0.67,1.2,17,0,3615240,8.2,0.3,0.5,3.2,Derrick White,PG,0.2,1st Round Pick,0.4,1.5,0.61
1378242,0,0,0,0,0,1.3,0.39,3.3,1.3,0.36,3.6,1.4,21,0.1,2.0,2.6,0.38,6.8,0.8,0.73,1.1,56,5,1378242,17.4,0.3,1.1,7.2,Tyler Dorsey,SG,0.3,Minimum Salary,0.7,2.3,0.48
31214295,32700690,34187085,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,27,0.0,1.0,1.0,0.5,2.0,0.0,0.0,0.0,1,1,63914985,5.0,0.0,1.0,2.0,Gordon Hayward,SF,0.0,Cap space,0.0,1.0,0.5
2393887,0,0,0,0,0,3.1,0.54,5.7,0.7,0.32,2.2,1.3,31,0.4,2.4,3.8,0.48,7.9,2.6,0.87,3.0,78,13,2393887,23.4,0.8,1.9,10.8,Jeff Green,PF,0.5,Minimum Salary,1.0,3.2,0.53
2287825,0,0,0,0,0,4.29,0.57,7.59,0.0,0.0,0.0,2.23,27,0.49,4.71,4.29,0.57,7.59,1.72,0.74,2.33,102,28,2287825,20.41,2.11,1.87,10.3,Greg Monroe,C,0.89,/,1.81,6.82,0.57
457418,1588231,0,0,0,0,0.3,0.6,0.5,0.5,0.36,1.4,0.2,24,0.1,0.7,0.9,0.47,1.9,0.3,1.0,0.3,15,4,457418,8.4,0.3,0.7,2.5,Malcolm Miller,SF,0.1,,0.3,1.0,0.61
12750000,0,0,0,0,0,5.9,0.53,11.2,1.1,0.31,3.6,3.4,27,1.1,7.4,7.0,0.48,14.7,1.4,0.87,1.6,57,57,12750000,29.5,1.8,2.5,16.5,Nikola Vucevic,C,1.0,Bird Rights,1.9,9.200000000000001,0.51
4661280,0,0,0,0,0,0.8,0.4,2.0,1.4,0.36,3.9,1.6,20,0.6,3.9,2.3,0.39,5.9,0.5,0.83,0.6,82,37,4661280,25.2,0.5,2.0,6.5,Dragan Bender,PF,0.3,1st Round pick,1.4,4.4,0.51
20261173,6431666,6431666,6431666,0,0,0.7,0.5,1.4,0.0,0.0,0.0,0.6,32,0.3,1.1,0.7,0.5,1.4,0.3,0.5,0.6,7,0,37824998,5.7,0.9,0.7,1.7,Joakim Noah,C,0.3,/,0.6,2.0,0.5
1378242,0,0,0,0,0,1.7,0.61,2.8,0.3,0.33,0.9,0.9,25,0.8,2.9,2.0,0.54,3.7,1.0,0.77,1.3,63,3,1378242,14.9,1.4,2.5,5.3,Daniel Theis,C,0.5,Minimum Salary,0.9,4.3,0.58
1378242,1618520,0,0,0,0,1.4,0.5,2.8,0.1,0.14,0.7,0.9,23,0.2,1.6,1.5,0.43,3.5,0.5,0.62,0.8,62,12,1378242,16.5,0.6,1.3,3.7,Wesley Iwundu,SF,0.5,,0.5,2.2,0.44
13000000,13000000,0,0,0,0,5.5,0.52,10.5,1.8,0.36,5.0,4.0,26,0.3,4.7,7.2,0.46,15.5,3.9,0.89,4.4,82,82,13000000,36.4,0.5,3.3,20.1,Khris Middleton,SF,1.5,Bird Rights,2.3,5.2,0.52
670211,1845301,0,0,0,0,0.5,0.42,1.18,0.27,0.19,1.41,0.32,22,0.32,1.28,0.78,0.3,2.59,0.41,0.82,0.5,24,0,1340422,8.91,0.59,0.68,2.18,Bruno Caboclo,SF,0.27,/,0.32,1.87,0.35
7488372,0,0,0,0,0,3.6,0.5,7.2,1.2,0.37,3.2,2.3,25,0.4,3.4,4.8,0.46,10.4,2.2,0.85,2.6,80,18,7488372,24.6,0.6,1.7,12.9,Jeremy Lamb,SG,0.8,Rookie scale extension,1.2,4.0,0.52
5000000,0,0,0,0,0,1.5,0.56,2.7,1.2,0.37,3.2,1.0,26,0.5,3.3,2.7,0.46,5.9,1.1,0.92,1.2,53,7,5000000,20.0,1.1,1.5,7.6,Mike Muscala,C,0.6,Cap space,0.8,4.4,0.56
19360229,0,0,0,0,0,2.1,0.45,4.7,2.4,0.37,6.4,2.7,31,0.3,2.7,4.5,0.41,11.1,1.3,0.81,1.6,63,62,19360229,33.8,0.4,2.2,12.7,Wesley Matthews,SF,1.2,/,1.3,3.1,0.51
2176260,0,0,0,0,0,2.99,0.48,6.23,0.3,0.25,1.21,1.48,29,0.2,0.89,3.22,0.43,7.44,1.61,0.88,1.84,50,14,2176260,16.81,0.5,0.62,8.38,Derrick Rose,PG,0.29,Minimum Salary,1.42,1.3900000000000001,0.45
25759766,27556959,29354152,0,0,0,5.9,0.46,12.7,2.3,0.39,5.9,3.4,26,0.4,3.3,8.2,0.44,18.6,2.6,0.84,3.1,81,81,82670877,36.1,0.7,2.1,21.4,CJ McCollum,SG,1.0,1st Round Pick,1.9,4.0,0.5
29730769,30500000,0,0,0,0,4.3,0.51,8.5,1.0,0.33,3.0,2.8,32,1.2,4.7,5.3,0.46,11.4,2.9,0.69,4.2,38,37,29730769,30.1,1.7,2.6,14.6,Paul Millsap,PF,1.0,Cap space,1.9,6.4,0.51
