2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Guaranteed,MP,ORB,PF,PTS,Player,Pos,STL,Signed Using,TOV,TRB,eFG%
24107258,25102511,0,0,0,0,1.6,0.52,3.1,1.4,0.41,3.4,1.9,29,0.3,2.1,3.0,0.46,6.5,0.5,0.62,0.8,36,8,49209769,19.2,0.4,1.5,7.9,Chandler Parsons,SF,0.5,Cap Space,1.0,2.5,0.57
23241573,25008427,26525281,0,0,0,4.9,0.62,7.9,0.0,0.0,0.0,1.4,25,2.3,7.8,4.9,0.62,7.9,3.6,0.68,5.3,56,56,74775281,32.4,2.9,2.7,13.5,Rudy Gobert,C,0.8,1st Round Pick,1.9,10.7,0.62
6134520,0,0,0,0,0,1.2,0.46,2.6,0.8,0.33,2.4,0.8,30,0.8,2.5,2.0,0.4,5.0,0.6,0.75,0.8,74,40,6134520,20.1,0.4,2.0,5.4,Wesley Johnson,SF,1.0,,0.7,2.9,0.48
24256725,5603850,0,0,0,0,6.2,0.55,11.2,0.0,0.0,0.1,1.3,32,1.6,9.3,6.2,0.55,11.2,4.1,0.57,7.2,81,81,29860575,30.4,3.1,3.1,16.6,Dwight Howard,C,0.6,/MLE,2.6,12.4,0.55
1679520,1962360,3542060,0,0,0,0.3,0.27,1.1,0.0,0.0,0.1,0.1,20,0.0,0.8,0.3,0.25,1.2,0.2,1.0,0.2,9,0,3641880,3.2,0.4,0.1,0.9,Tony Bradley,C,0.0,1st Round Pick,0.0,1.2000000000000002,0.25
16747954,4990000,4990000,4990000,0,0,1.0,0.5,2.0,0.0,0.0,0.0,1.0,32,0.0,0.0,1.0,0.5,2.0,0.0,0.0,0.0,1,1,31717954,13.0,0.0,0.0,2.0,Luol Deng,SF,1.0,/,1.0,0.0,0.5
2393887,0,0,0,0,0,0.8,0.53,1.5,0.8,0.47,1.7,2.1,36,0.0,1.2,1.6,0.5,3.2,0.4,0.8,0.5,57,32,2393887,16.0,0.2,1.4,4.5,Jose Calderon,PG,0.5,Minimum Salary,0.7,1.4,0.62
1544951,0,0,0,0,0,1.4,0.5,2.8,0.0,0.0,0.0,0.6,20,0.3,1.8,1.4,0.5,2.8,0.9,0.75,1.2,43,0,1544951,9.5,1.0,1.1,3.7,Ivica Zubac,C,0.2,Cap Space,0.6,2.8,0.5
1378242,1618520,0,0,0,0,3.0,0.48,6.2,1.1,0.34,3.2,1.6,22,0.2,2.5,4.1,0.44,9.4,1.5,0.75,2.0,82,74,1378242,28.7,0.6,2.8,11.0,Dillon Brooks,SF,0.9,MLE,1.5,3.1,0.49
14975000,0,0,0,0,0,3.2,0.44,7.2,1.2,0.34,3.5,5.3,27,0.1,4.0,4.5,0.42,10.7,2.9,0.88,3.3,77,77,14975000,29.3,0.6,2.7,13.1,Ricky Rubio,PG,1.6,1st Round Pick,2.7,4.6,0.48
2393887,0,0,0,0,0,2.1,0.64,3.3,0.0,0.0,0.1,0.5,30,0.9,1.7,2.1,0.62,3.4,0.6,0.75,0.8,65,17,2393887,9.5,0.9,1.4,4.8,JaVale McGee,C,0.3,Minimum Salary,0.4,2.6,0.62
10464092,11301219,12138345,12975471,0,0,1.8,0.5,3.6,2.5,0.36,6.9,2.0,27,0.9,4.7,4.3,0.41,10.5,1.5,0.88,1.7,80,80,46879127,31.7,0.7,3.0,12.6,Robert Covington,SF,1.7,Cap Space,1.6,5.4,0.53
2150000,2150000,0,0,0,0,1.2,0.48,2.5,0.5,0.45,1.1,1.8,25,0.1,1.0,1.7,0.46,3.7,0.6,0.67,0.9,41,0,2150000,12.1,0.2,0.9,4.5,Raul Neto,PG,0.3,,0.9,1.2,0.53
15500000,15500000,15500000,0,0,0,6.3,0.48,13.2,1.1,0.28,3.9,6.2,24,0.1,2.4,7.5,0.44,17.1,3.4,0.85,4.0,67,67,46500000,31.0,0.7,2.2,19.4,Dennis Schroder,PG,1.1,1st Round Pick,2.7,3.0999999999999996,0.47
800000,0,0,0,0,0,0.9,0.56,1.6,0.1,0.11,0.9,0.9,27,0.0,1.0,1.0,0.42,2.4,0.1,1.0,0.1,14,0,800000,9.9,0.1,0.5,2.3,Lorenzo Brown,PG,0.4,,0.2,1.1,0.44
3029463,0,0,0,0,0,1.9,0.48,4.0,0.7,0.35,2.0,3.9,27,0.1,2.1,2.6,0.43,6.0,1.0,0.71,1.4,69,3,3029463,19.8,0.3,1.3,6.9,Shelvin Mack,PG,0.8,Minimum Salary/,1.3,2.4,0.49
2393887,0,0,0,0,0,1.8,0.58,3.1,0.1,0.25,0.4,1.6,30,0.6,2.8,1.9,0.54,3.5,0.7,0.64,1.1,74,18,2393887,15.8,1.7,2.6,4.6,Amir Johnson,C,0.6,Minimum Salary,0.7,4.5,0.56
19000000,18000000,0,0,0,0,2.27,0.49,4.6,1.26,0.41,3.09,2.8,31,0.4,2.08,3.53,0.46,7.69,1.63,0.78,2.09,134,120,20000000,27.03,0.6,1.89,9.99,George Hill,PG,0.9,Cap space,1.31,2.68,0.54
4320500,0,0,0,0,0,1.7,0.61,2.8,1.0,0.36,2.8,0.9,31,0.4,2.7,2.7,0.47,5.7,1.1,0.69,1.6,61,15,4320500,25.6,0.4,1.6,7.5,Luc Mbah a Moute,PF,1.2,,1.1,3.1,0.56
17000000,17000000,0,0,0,0,2.2,0.51,4.3,0.0,0.0,0.0,0.8,25,1.2,4.0,2.2,0.51,4.3,1.2,0.63,1.9,82,25,34000000,18.2,1.8,1.9,5.7,Bismack Biyombo,C,0.3,Cap Space,1.0,5.8,0.51
2444053,0,0,0,0,0,1.3,0.54,2.4,0.5,0.31,1.6,2.8,21,0.1,1.4,1.8,0.45,4.0,0.9,0.9,1.0,82,11,2444053,17.9,0.2,1.3,5.1,Tyus Jones,PG,1.2,1st Round pick,0.7,1.5999999999999999,0.51
1349383,1588231,0,0,0,0,0.4,1.0,0.4,0.2,0.33,0.6,0.1,25,0.1,0.4,0.6,0.55,1.1,0.1,0.5,0.2,14,0,1349383,3.8,0.1,0.6,1.5,Alfonzo McKinnie,SF,0.1,Minimum Salary,0.2,0.5,0.64
2639314,0,0,0,0,0,2.0,0.47,4.3,0.8,0.32,2.5,4.6,25,0.1,1.9,2.8,0.41,6.8,1.9,0.76,2.5,74,26,2639314,22.8,0.4,1.8,8.4,Jerian Grant,PG,0.9,1st Round pick,1.2,2.3,0.47
76236,0,0,0,0,0,2.2,0.47,4.7,0.3,0.25,1.2,2.1,20,0.2,1.1,2.5,0.42,5.9,0.8,1.0,0.8,32,12,76236,20.1,0.4,1.9,6.1,Kobi Simmons,PG,0.6,,1.4,1.5,0.45
1378242,0,0,0,0,0,0.5,0.28,1.8,0.5,0.28,1.8,0.6,22,0.1,1.8,1.0,0.28,3.6,0.4,0.67,0.6,21,1,1378242,11.5,0.1,0.8,3.0,Davon Reed,SG,0.5,,0.5,1.9000000000000001,0.35
9367200,10100000,10800000,11600000,0,0,3.4,0.5,6.8,1.6,0.39,4.1,2.9,24,0.9,2.7,4.9,0.45,10.9,1.5,0.83,1.8,81,81,30267200,33.2,0.9,2.5,12.9,Josh Richardson,SF,1.5,Minimum Salary,1.7,3.6,0.52
15944154,15450051,0,0,0,0,1.8,0.56,3.2,0.0,0.0,0.0,0.7,31,0.5,2.3,1.8,0.56,3.2,1.2,0.71,1.7,77,0,31394205,14.9,1.8,3.0,4.8,Ian Mahinmi,C,0.5,Cap Space,1.3,4.1,0.56
1512601,1645357,0,0,0,0,0.9,0.45,2.0,0.6,0.4,1.5,0.9,24,0.0,1.3,1.5,0.43,3.5,0.7,0.78,0.9,63,2,1512601,16.7,0.7,1.7,4.3,Treveon Graham,SG,0.5,Minimum Salary,0.4,2.0,0.51
1544951,0,0,0,0,0,2.3,0.51,4.5,1.4,0.44,3.2,2.7,24,0.0,2.2,3.7,0.49,7.6,0.7,0.87,0.8,33,18,1544951,22.4,0.3,1.8,9.5,Quinn Cook,PG,0.4,,1.0,2.5,0.58
1349383,0,0,0,0,0,0.9,0.6,1.5,0.2,0.4,0.5,0.6,23,0.1,1.0,1.2,0.6,2.0,0.5,0.5,1.0,13,1,1349383,8.8,0.5,0.5,3.0,Jabari Bird,SG,0.2,,0.6,1.5,0.65
25976111,26131111,26131111,27020000,0,0,6.1,0.55,11.0,1.5,0.34,4.4,6.0,27,0.8,3.7,7.6,0.49,15.4,2.3,0.79,2.9,81,81,78238333,36.1,0.8,2.5,19.0,Jrue Holiday,SG,1.5,Bird Rights,2.6,4.5,0.54
85458,0,0,0,0,0,1.02,0.48,2.12,0.3,0.27,1.1,0.92,25,0.12,1.32,1.3,0.4,3.22,0.13,0.32,0.4,46,12,85458,9.61,0.57,1.3,2.99,Gary Payton,PG,0.32,,0.32,1.8900000000000001,0.45
15627467,5100000,0,0,0,0,3.2,0.48,6.6,0.6,0.37,1.6,3.1,37,1.0,6.4,3.7,0.46,8.1,2.1,0.78,2.7,77,63,20727467,23.5,1.7,1.6,10.1,Pau Gasol,C,0.3,/,1.4,8.1,0.49
1378242,1618520,1752950,0,0,0,0.3,0.33,0.9,0.5,0.29,1.7,0.3,23,0.1,1.7,0.9,0.35,2.6,0.3,0.5,0.6,73,0,1378242,15.8,0.5,1.2,2.7,Semi Ojeleye,PF,0.3,,0.3,2.2,0.44
24157304,25842697,27528090,0,0,0,5.9,0.63,9.3,0.0,0.0,0.0,1.2,24,1.0,4.0,5.9,0.63,9.4,2.1,0.55,3.8,76,76,77528091,32.7,5.1,2.8,13.9,Steven Adams,C,1.2,1st Round Pick,1.7,9.1,0.63
1567007,0,0,0,0,0,1.7,0.61,2.8,0.0,0.0,0.1,0.6,21,0.8,2.0,1.7,0.59,2.9,0.6,0.5,1.2,66,4,1567007,13.8,1.3,1.6,4.0,Kevon Looney,C,0.5,,0.5,3.3,0.59
17469565,18539130,0,0,0,0,2.5,0.57,4.4,0.0,0.0,0.0,0.6,26,0.3,4.3,2.5,0.57,4.4,0.8,0.53,1.5,53,22,36008695,20.2,2.4,1.9,5.8,Tristan Thompson,C,0.3,Bird Rights,0.7,6.699999999999999,0.57
4320500,0,0,0,0,0,2.8,0.58,4.8,0.9,0.43,2.1,1.1,29,0.1,2.6,3.6,0.52,6.9,0.7,0.7,1.0,76,1,4320500,18.5,0.7,1.9,8.8,Mike Scott,PF,0.3,MLE,1.0,3.3,0.59
14087500,15006250,0,0,0,0,1.7,0.52,3.3,1.6,0.41,3.9,1.2,31,0.5,3.8,3.3,0.46,7.2,1.3,0.81,1.6,78,78,14087500,25.7,0.9,1.5,9.5,Marvin Williams,PF,0.7,Cap Space,0.8,4.7,0.57
7250000,7250000,0,0,0,0,1.7,0.47,3.6,1.5,0.42,3.6,3.8,30,0.0,1.7,3.3,0.46,7.2,2.2,0.88,2.5,75,36,14500000,23.5,0.4,1.3,10.2,D.J. Augustin,PG,0.7,Cap Space,1.6,2.1,0.56
23114067,21329752,0,0,0,0,4.6,0.55,8.4,1.2,0.31,3.9,2.3,26,1.0,4.0,5.8,0.47,12.3,3.4,0.81,4.2,9,9,23114067,23.3,0.7,1.0,16.2,Kawhi Leonard,SF,2.0,Bird Rights,1.8,4.7,0.52
3447480,4028400,5345687,0,0,0,1.1,0.38,2.9,1.3,0.33,3.9,1.4,19,0.1,0.9,2.4,0.36,6.7,0.5,0.83,0.6,63,0,7475880,13.6,0.1,1.0,6.7,Malik Monk,SG,0.3,1st Round Pick,0.8,1.0,0.46
2034120,2376840,3909902,0,0,0,3.2,0.6,5.3,0.1,0.5,0.2,0.7,19,1.2,3.4,3.3,0.6,5.5,1.6,0.8,2.0,72,31,4410960,20.0,2.0,2.0,8.2,Jarrett Allen,C,0.4,1st Round Pick,1.1,5.4,0.61
19245370,19245370,0,0,0,0,2.6,0.48,5.4,1.7,0.38,4.5,2.3,25,0.5,3.0,4.3,0.43,9.9,1.5,0.83,1.8,72,39,19245370,28.5,0.5,2.1,11.7,Tyler Johnson,PG,0.8,Cap Space,1.1,3.5,0.52
24119025,28900000,31300000,31300000,28900000,0,3.3,0.49,6.8,2.3,0.41,5.6,1.7,29,0.4,7.5,5.7,0.46,12.4,4.0,0.89,4.5,59,59,144519025,28.0,1.7,2.0,17.6,Kevin Love,C,0.7,Bird Rights,1.5,9.2,0.55
10002681,9508043,0,0,0,0,1.9,0.46,4.1,0.0,0.0,0.4,0.6,28,0.4,3.1,1.9,0.42,4.5,1.6,0.84,1.9,8,0,19510724,17.0,0.9,2.0,5.4,Jon Leuer,PF,0.1,Cap Space,0.9,4.0,0.42
11550000,12100000,12650000,0,0,0,3.7,0.46,8.0,1.7,0.3,5.7,3.8,26,0.3,2.3,5.4,0.39,13.7,1.7,0.74,2.3,30,30,36300000,30.6,0.3,2.0,14.3,Dion Waiters,SG,0.8,Cap space,2.3,2.5999999999999996,0.46
7000000,7000000,7000000,0,0,0,2.7,0.52,5.2,1.3,0.35,3.68,1.3,30,0.4,4.17,4.0,0.45,8.88,1.52,0.76,2.0,138,86,14000000,25.07,1.7,2.28,10.88,Ersan Ilyasova,PF,0.9,MLE,1.02,5.87,0.52
14651700,15349400,16047100,0,0,0,3.5,0.59,5.9,0.8,0.32,2.5,3.8,30,0.7,4.1,4.2,0.5,8.4,1.5,0.68,2.2,73,41,30001100,26.6,0.8,2.6,10.8,James Johnson,PF,1.0,Cap space,1.9,4.8999999999999995,0.55
7000000,7333333,0,0,0,0,0.9,0.43,2.1,1.3,0.34,3.8,1.0,26,0.1,1.4,2.2,0.37,5.9,0.6,0.86,0.7,58,2,14333333,14.9,0.2,0.7,6.2,Langston Galloway,SG,0.6,MLE,0.3,1.5999999999999999,0.48
5331729,5331729,0,0,0,0,0.3,0.23,1.3,0.0,0.0,0.0,0.0,32,0.0,0.3,0.3,0.23,1.3,0.0,0.0,0.0,3,0,10663458,4.0,1.0,1.0,0.7,Josh Smith,PF,0.0,,0.0,1.3,0.23
3050390,0,0,0,0,0,2.0,0.4,5.0,1.9,0.38,5.0,2.9,23,0.2,3.9,4.0,0.4,10.0,1.4,0.74,1.9,80,16,3050390,25.9,0.8,1.5,11.3,Terry Rozier,PG,1.0,1st round pick,1.0,4.7,0.5
3628920,4240200,5406255,0,0,0,1.2,0.44,2.7,0.5,0.29,1.7,0.8,20,0.5,2.7,1.7,0.39,4.4,0.4,0.67,0.6,66,1,7869120,15.8,0.7,2.0,4.4,Zach Collins,C,0.3,1st Round Pick,0.9,3.4000000000000004,0.44
32088932,34234964,36595996,38957028,0,0,5.61,0.48,11.59,1.9,0.34,5.59,5.77,28,0.32,6.11,7.49,0.44,17.18,4.48,0.79,5.68,116,116,102919892,33.97,1.29,2.4,21.4,Blake Griffin,PF,0.69,Bird Rights,2.81,7.4,0.49
12800562,0,0,0,0,0,2.6,0.5,5.2,1.2,0.36,3.3,2.1,30,0.5,4.0,3.8,0.45,8.5,1.2,0.8,1.5,74,71,12800562,31.7,1.4,2.1,10.0,Wilson Chandler,SF,0.6,,1.2,5.4,0.52
1544951,2338847,0,0,0,0,3.1,0.46,6.8,0.3,0.33,0.9,1.2,21,0.8,3.2,3.4,0.45,7.6,1.6,0.8,2.0,60,28,3883798,20.7,1.7,2.2,8.7,Skal Labissiere,PF,0.4,1st Round pick,1.2,4.9,0.47
25434263,27093019,28751775,0,0,0,9.7,0.56,17.3,0.7,0.32,2.2,2.3,24,2.6,8.6,10.4,0.53,19.5,6.6,0.82,8.0,75,75,52527282,36.4,2.5,2.1,28.1,Anthony Davis,PF,1.5,1st Round Pick,2.2,11.1,0.55
11011234,0,0,0,0,0,1.1,0.48,2.3,0.5,0.26,1.9,1.2,27,0.3,2.4,1.6,0.39,4.1,0.8,0.73,1.1,14,6,11011234,19.7,0.5,1.6,4.4,Iman Shumpert,SG,0.6,Bird Rights,1.1,2.9,0.45
2393887,0,0,0,0,0,0.1,0.2,0.5,0.1,0.17,0.6,0.4,37,0.1,0.5,0.2,0.18,1.1,0.1,1.0,0.1,14,0,2393887,5.1,0.2,0.2,0.6,Udonis Haslem,C,0.0,Minimum Salary,0.1,0.7,0.23
17000000,17000000,17000000,0,0,0,4.2,0.51,8.2,2.2,0.37,5.9,2.9,25,0.3,2.8,6.5,0.46,14.1,2.6,0.87,3.0,57,57,34000000,32.2,0.4,2.4,17.8,Evan Fournier,SF,0.8,Cap Space,1.7,3.1999999999999997,0.54
30521116,32511623,34504132,0,0,0,3.3,0.43,7.6,2.0,0.31,6.4,4.1,30,0.3,2.3,5.3,0.38,14.0,4.4,0.8,5.5,12,12,85459122,31.1,0.0,2.0,17.1,Mike Conley,PG,1.0,Cap Space,1.5,2.3,0.45
14800000,0,0,0,0,0,4.72,0.49,9.69,2.31,0.41,5.6,2.42,25,0.41,4.7,7.03,0.46,15.29,2.22,0.83,2.69,160,160,14800000,33.38,0.73,2.08,18.59,Tobias Harris,PF,0.9,Bird Rights,1.32,5.43,0.54
5455236,0,0,0,0,0,0.4,0.44,0.9,1.1,0.38,2.9,0.4,24,0.1,1.2,1.5,0.38,3.9,0.5,0.83,0.6,75,8,5455236,15.1,0.3,1.7,4.7,Alex Abrines,SG,0.5,,0.3,1.5,0.53
2000000,2100000,0,0,0,0,1.2,0.6,2.0,0.4,0.27,1.5,0.6,27,0.4,2.2,1.6,0.46,3.5,0.6,0.67,0.9,39,5,4100000,16.1,1.0,1.6,4.2,Torrey Craig,SF,0.3,MLE,0.5,3.2,0.51
19276070,0,0,0,0,0,5.9,0.59,10.0,0.0,0.0,0.0,1.5,25,0.5,7.1,5.9,0.59,10.0,2.2,0.85,2.6,71,71,19276070,25.8,3.8,2.6,14.1,Enes Kanter,C,0.5,/,1.7,10.899999999999999,0.59
21587579,22615559,0,0,0,0,3.1,0.45,6.9,1.7,0.32,5.3,2.0,29,0.5,4.4,4.9,0.4,12.2,3.9,0.95,4.1,21,21,44203138,32.0,0.4,1.4,15.3,Danilo Gallinari,SF,0.6,Sign and Trade,1.2,4.800000000000001,0.47
2280600,3377569,0,0,0,0,2.1,0.46,4.6,1.9,0.4,4.8,3.2,24,0.1,4.5,3.9,0.41,9.4,0.5,0.71,0.7,77,37,5658169,27.2,0.6,2.4,10.2,Denzel Valentine,SG,0.8,1st Round pick,1.3,5.1,0.52
7461960,8719320,11003782,0,0,0,2.2,0.42,5.2,1.7,0.3,5.7,7.2,20,0.8,5.6,3.9,0.36,10.8,0.6,0.43,1.4,52,50,16181280,34.2,1.3,2.3,10.2,Lonzo Ball,PG,1.7,1st Round Pick,2.6,6.8999999999999995,0.44
3500000,0,0,0,0,0,5.1,0.53,9.7,0.5,0.42,1.2,1.7,29,0.6,4.3,5.5,0.5,10.9,1.7,0.81,2.1,74,30,3500000,22.3,1.3,2.0,13.2,Michael Beasley,PF,0.5,,1.9,5.6,0.53
12250000,0,0,0,0,0,3.0,0.5,6.0,2.8,0.42,6.6,3.0,33,0.1,2.4,5.8,0.46,12.6,2.8,0.9,3.1,70,70,12250000,30.2,0.1,1.8,17.1,J.J. Redick,SG,0.5,,1.5,2.5,0.57
4294480,0,0,0,0,0,2.49,0.42,5.89,0.71,0.31,2.3,3.22,21,0.18,2.0,3.2,0.39,8.23,1.52,0.75,2.02,128,28,4294480,19.47,0.42,1.27,8.6,Emmanuel Mudiay,PG,0.62,1st round pick,1.78,2.42,0.43
2393887,0,0,0,0,0,1.7,0.44,3.9,1.0,0.36,2.8,2.5,33,0.2,1.6,2.7,0.4,6.7,0.4,0.8,0.5,82,2,2393887,16.6,0.3,1.1,6.9,Raymond Felton,PG,0.6,Minimum Salary,0.9,1.9000000000000001,0.48
15400000,0,0,0,0,0,2.5,0.46,5.4,2.0,0.37,5.4,2.0,31,0.4,5.1,4.5,0.42,10.8,2.6,0.76,3.4,73,73,15400000,29.9,1.4,2.3,13.5,DeMarre Carroll,PF,0.8,Cap Space,1.4,6.5,0.51
1544951,0,0,0,0,0,0.9,0.43,2.1,1.0,0.33,3.0,1.0,22,0.1,1.1,1.9,0.37,5.1,0.9,0.82,1.1,52,7,1544951,15.5,0.3,1.9,5.8,Timothe Luwawu-Cabarrot,SF,0.2,1st Round pick,0.7,1.4000000000000001,0.47
2407560,2813280,4326825,0,0,0,0.9,0.5,1.8,0.3,0.37,0.8,0.2,20,0.1,1.0,1.2,0.46,2.6,0.2,0.67,0.3,53,0,5220840,8.7,0.5,0.8,2.9,T.J. Leaf,PF,0.1,1st Round Pick,0.2,1.5,0.52
1773840,2731714,0,0,0,0,0.7,0.47,1.5,0.5,0.38,1.3,0.5,21,0.1,0.9,1.2,0.41,2.9,0.4,0.8,0.5,62,0,4505554,9.4,0.2,0.6,3.2,Malik Beasley,SG,0.2,1st Round pick,0.4,1.1,0.5
1702800,2625718,0,0,0,0,3.3,0.48,6.9,1.2,0.34,3.5,4.2,23,0.3,2.9,4.5,0.43,10.4,1.9,0.73,2.6,71,10,4328518,26.3,0.7,2.2,12.1,Caris LeVert,SF,1.2,1st Round pick,2.2,3.5999999999999996,0.49
9631250,10259375,0,0,0,0,2.9,0.66,4.4,0.4,0.36,1.1,1.2,26,0.4,3.9,3.2,0.59,5.4,1.7,0.74,2.3,79,25,9631250,21.2,1.7,2.4,8.5,Dwight Powell,C,0.8,Cap Space,0.7,5.6,0.63
3258539,0,0,0,0,0,0.6,0.4,1.5,2.3,0.4,5.8,0.6,26,0.1,1.5,2.9,0.4,7.3,0.7,0.87,0.8,79,15,3258539,20.5,0.2,1.7,8.9,Troy Daniels,SG,0.3,Cap Space,0.7,1.7,0.55
10000000,10740741,0,0,0,0,2.0,0.62,3.2,0.2,0.22,0.9,1.2,26,0.9,2.8,2.2,0.52,4.2,0.3,0.3,1.0,39,39,20740741,26.6,1.9,2.3,5.0,Andre Roberson,SG,1.2,Bird Rights,0.8,4.699999999999999,0.55
16517857,17839286,19160714,20482143,0,0,4.2,0.55,7.7,2.3,0.39,5.9,2.9,23,0.2,2.1,6.6,0.49,13.6,2.0,0.83,2.4,67,65,74000000,34.4,0.6,1.8,17.5,Gary Harris,SG,1.8,1st Round Pick,1.8,2.7,0.57
4696875,0,0,0,0,0,5.3,0.51,10.4,0.0,0.0,0.2,2.4,24,0.9,5.2,5.3,0.5,10.6,2.1,0.62,3.4,73,58,4696875,28.0,1.8,2.5,12.8,Willie Cauley-Stein,C,1.1,1st round pick,1.5,7.0,0.5
12500000,0,0,0,0,0,3.1,0.52,5.91,2.49,0.38,6.5,1.5,26,0.71,6.28,5.57,0.45,12.41,2.03,0.81,2.5,110,28,12500000,27.2,1.09,1.98,15.6,Nikola Mirotic,PF,0.81,Cap space,1.1,7.37,0.55
1544951,0,0,0,0,0,1.4,0.61,2.3,0.6,0.86,0.7,0.7,21,0.1,1.0,2.0,0.67,3.0,0.9,0.64,1.4,7,0,1544951,11.4,0.1,1.7,5.4,Wade Baldwin,PG,0.3,,0.6,1.1,0.77
3710850,0,0,0,0,0,2.7,0.49,5.5,1.7,0.38,4.5,6.3,33,0.0,2.7,4.4,0.44,10.0,1.2,0.8,1.5,69,10,3710850,23.2,0.2,1.2,11.6,J.J. Barea,PG,0.5,Cap Space,2.1,2.9000000000000004,0.52
1378242,1618520,0,0,0,0,2.4,0.57,4.2,0.0,0.0,0.0,0.9,20,0.4,2.9,2.4,0.57,4.2,0.8,0.8,1.0,36,5,1378242,14.3,1.5,1.5,5.6,Ivan Rabb,PF,0.3,MLE,1.0,4.4,0.57
3111480,3635760,5195501,0,0,0,5.2,0.5,10.3,2.4,0.34,7.0,3.7,21,0.3,3.1,7.5,0.44,17.2,3.0,0.79,3.8,79,71,6747240,33.4,0.7,2.7,20.5,Donovan Mitchell,SG,1.5,1st Round Pick,2.7,3.8,0.51
12500000,12500000,0,0,0,0,1.9,0.58,3.3,0.0,0.0,0.0,0.8,29,0.5,2.7,1.9,0.58,3.3,0.5,0.45,1.1,55,35,25000000,16.7,1.4,1.4,4.3,Miles Plumlee,C,0.3,Bird Rights,1.1,4.1,0.58
15293104,16456522,17500000,18543478,19586957,0,6.0,0.66,9.1,0.0,0.0,0.0,0.9,23,1.9,7.6,6.0,0.66,9.1,1.9,0.54,3.5,74,74,87380061,27.5,3.3,2.5,13.9,Clint Capela,C,0.8,,1.4,10.899999999999999,0.66
7200000,0,0,0,0,0,3.2,0.59,5.4,0.8,0.35,2.3,1.5,28,0.8,6.3,4.0,0.52,7.7,1.1,0.79,1.4,62,46,7200000,24.9,1.6,2.6,10.0,Dewayne Dedmon,C,0.6,Cap space,1.4,7.9,0.57
11571429,12428571,13285714,0,0,0,1.5,0.45,3.3,1.9,0.38,5.0,2.8,29,0.1,1.6,3.4,0.41,8.3,1.3,0.93,1.4,82,36,37285714,25.7,0.3,1.6,10.0,Patty Mills,PG,0.7,Bird Rights,1.3,1.9000000000000001,0.52
4350000,4160000,0,0,0,0,3.1,0.57,5.4,0.0,0.0,0.0,1.2,24,0.9,5.0,3.1,0.56,5.5,2.3,0.7,3.3,69,13,8510000,20.2,2.5,2.3,8.5,Alex Len,C,0.4,Room Exception,1.1,7.5,0.56
3364249,0,0,0,0,0,2.6,0.58,4.5,1.1,0.37,3.0,1.2,22,0.5,4.0,3.7,0.49,7.5,1.4,0.7,2.0,73,2,3364249,19.1,0.8,1.5,9.9,Trey Lyles,PF,0.4,1st round pick,0.8,4.8,0.57
12000000,0,0,0,0,0,4.5,0.47,9.5,2.9,0.39,7.5,5.6,27,0.3,2.7,7.4,0.44,17.0,4.5,0.85,5.3,80,80,12000000,34.2,0.4,1.2,22.1,Kemba Walker,PG,1.1,1st Round Pick,2.2,3.1,0.52
1544951,0,0,0,0,0,1.2,0.46,2.6,1.0,0.31,3.2,1.2,24,0.2,2.5,2.2,0.38,5.8,0.5,0.71,0.7,21,13,1544951,21.3,1.0,2.0,5.9,Dorian Finney-Smith,PF,0.5,Minimum Salary,1.0,3.5,0.47
18988725,0,0,0,0,0,4.7,0.52,9.0,3.1,0.44,7.1,2.5,27,0.5,3.4,7.9,0.49,16.2,1.1,0.85,1.3,73,73,18988725,34.3,0.4,1.6,20.0,Klay Thompson,SG,0.8,1st Round Pick,1.8,3.8,0.58
20000000,20000000,0,0,0,0,4.2,0.52,8.1,1.0,0.38,2.6,1.9,22,0.3,3.5,5.2,0.49,10.7,1.3,0.76,1.7,31,3,20000000,24.0,1.4,1.6,12.6,Jabari Parker,PF,0.8,,1.5,4.9,0.53
3314365,27250000,29430000,31610000,33790000,35970000,5.7,0.46,12.4,2.7,0.38,7.1,4.7,21,0.3,4.0,8.4,0.43,19.5,5.4,0.89,6.1,54,54,161364365,34.5,0.5,3.1,24.9,Devin Booker,SG,0.9,1st round pick,3.6,4.5,0.5
16000000,17185185,0,0,0,0,1.8,0.56,3.2,0.5,0.28,1.8,3.3,34,0.6,3.1,2.3,0.46,5.0,0.9,0.64,1.4,64,7,33185185,25.3,0.8,1.5,6.0,Andre Iguodala,SF,0.8,Bird Rights,1.0,3.9000000000000004,0.51
2393887,0,0,0,0,0,1.52,0.48,3.19,1.11,0.35,3.19,2.11,34,0.18,1.59,2.63,0.41,6.41,1.99,0.84,2.37,142,2,2393887,18.87,0.18,2.19,8.39,Devin Harris,PG,0.69,Minimum Salary,1.08,1.77,0.5
1634640,2603982,0,0,0,0,1.6,0.42,3.8,0.4,0.33,1.2,1.9,23,0.5,2.5,2.0,0.41,4.9,0.7,0.54,1.3,26,3,4238622,17.5,0.3,1.5,5.2,DeAndre' Bembry,SF,0.8,1st Round pick,1.8,2.8,0.45
2161887,0,0,0,0,0,0.48,0.36,1.33,0.97,0.4,2.41,0.98,24,0.09,1.49,1.49,0.39,3.79,0.49,0.69,0.71,82,0,2161887,12.8,0.09,0.59,4.43,Nik Stauskas,SG,0.19,/,0.61,1.58,0.52
